Aardsda01,pennst,2001
Aardsda01,rice,2002
Aardsda01,rice,2003
Abadan01,gamiddl,1992
Abadan01,gamiddl,1993
Abbeybe01,vermont,1889
Abbeybe01,vermont,1890
Abbeybe01,vermont,1891
Abbeybe01,vermont,1892
Abbotje01,kentucky,1991
Abbotje01,kentucky,1992
Abbotje01,kentucky,1994
Abbotji01,michigan,1986
Abbotji01,michigan,1987
Abbotji01,michigan,1988
Abbotky01,ucsd,1987
Abbotky01,ucsd,1988
Abbotky01,longbeach,1989
Abercre01,flgateway,2000
Abernte01,elon,1939
Abernte01,elon,1940
Abernte01,elon,1941
Ablesha01,swesterntx,1903
Ablesha01,swesterntx,1904
Accarje01,illinoisst,2001
Accarje01,illinoisst,2002
Accarje01,illinoisst,2003
Aceveju01,ilparkl,1992
Ackerji01,texas,1978
Ackerji01,texas,1979
Ackerji01,texas,1980
Ackledu01,unc,2007
Ackledu01,unc,2008
Ackledu01,unc,2009
Acrema01,nmstate,1989
Acrema01,nmstate,1990
Acrema01,nmstate,1991
Adairje01,okstate,1957
Adairje01,okstate,1958
Adamsbo01,lehigh,1922
Adamsbo01,lehigh,1923
Adamsbo01,lehigh,1924
Adamsbo01,lehigh,1925
Adamsbo04,ucla,1971
Adamsbo04,ucla,1972
Adamsbo04,ucla,1973
Adamsda02,virginia,2006
Adamsda02,virginia,2007
Adamsda02,virginia,2008
Adamsgl01,sprngfldma,1967
Adamsjo02,cacerri,1990
Adamsma01,sliprock,2007
Adamsma01,sliprock,2008
Adamsma01,sliprock,2009
Adamsmi01,usc,1967
Adamsmi03,tamukvill,1999
Adamsmi03,tamukvill,2000
Adamsmi03,tamukvill,2001
Adamsru01,unc,2000
Adamsru01,unc,2001
Adamsru01,unc,2002
Adamssp02,utah,1920
Adamswi02,stanford,1991
Adamswi02,stanford,1992
Adamswi02,stanford,1993
Adcocjo01,lsu,1947
Adducji01,sillinois,1978
Adducji01,sillinois,1979
Adducji01,sillinois,1980
Aderhmo01,wake,1935
Aderhmo01,wake,1936
Aderhmo01,wake,1937
Aderhmo01,wake,1938
Adkindo01,beloitwi,1898
Adkindo01,beloitwi,1899
Adkindo01,beloitwi,1900
Adkindo01,beloitwi,1901
Adkinhe01,chicago,1893
Adkinhe01,chicago,1894
Adkinhe01,chicago,1895
Adkinhe01,chicago,1896
Adkinjo01,okstate,1996
Adkinjo01,okstate,1997
Adkinjo01,okstate,1998
Adkinst01,upenn,1983
Adkinst01,upenn,1984
Adkinst01,upenn,1985
Adkinst01,upenn,1986
Afenitr01,capalom,1982
Afenitr01,capalom,1983
Agbaybe01,hawaiipac,1991
Agbaybe01,hawaiipac,1992
Agbaybe01,hawaiipac,1993
Ageeto01,grambling,1961
Agganha01,bostonuniv,1950
Agganha01,bostonuniv,1952
Aguilri01,byu,1981
Aguilri01,byu,1982
Aguilri01,byu,1983
Ahearpa01,pepperdine,1991
Ahearpa01,pepperdine,1992
Aikenwi01,scstate,1974
Ainswku01,lsu,1998
Ainswku01,lsu,1999
Akerfda01,arkansas,1981
Akerfda01,arkansas,1982
Akerfda01,mesast,1983
Akerja01,casequo,1959
Albaljo01,miamidade,2001
Alberan01,kentucky,2005
Alberan01,kentucky,2006
Alberan01,kentucky,2007
Alberan01,kentucky,2008
Alberbu01,cincy,1971
Alberbu01,cincy,1972
Alberma01,txsjjcn,2002
Albrija01,california,1941
Albrija01,california,1942
Albrija01,california,1943
Alderda01,upperiowa,1939
Alderda01,upperiowa,1940
Alderda01,upperiowa,1941
Alderda01,upperiowa,1942
Aldremi01,stanford,1980
Aldremi01,stanford,1981
Aldremi01,stanford,1982
Aldremi01,stanford,1983
Aldrija01,mntclairst,1980
Aldrija01,mntclairst,1981
Aldrija01,mntclairst,1982
Aldrivi01,incante,1913
Aldrivi01,incante,1914
Alexabo01,bethanywv,1942
Alexada01,tusculum,1922
Alexada01,milligantn,1924
Alexada01,milligantn,1925
Alexaga01,caharbo,1971
Alexage01,tulane,1987
Alexage01,tulane,1988
Alexage01,tulane,1989
Alexama01,grambling,1966
Alexama01,grambling,1967
Alexama01,grambling,1968
Alfarja01,txhillj,1997
Alicelu01,floridast,1984
Alicelu01,floridast,1985
Alicelu01,floridast,1986
Allanan01,richmond,1981
Allanan01,richmond,1982
Allanan01,richmond,1983
Allenbe01,purdue,1959
Allenbe01,purdue,1960
Allenbe01,purdue,1961
Allenbo02,wisconsin,1919
Allenbo02,wisconsin,1920
Allenbo02,wisconsin,1921
Allench01,texasam,1994
Allench01,texasam,1995
Allench01,texasam,1996
Allenco01,highpoint,2011
Allendu01,stanford,1992
Allendu01,stanford,1993
Allendu01,stanford,1994
Allendu01,stanford,1995
Allenet01,cincy,1924
Allenet01,cincy,1925
Allenet01,cincy,1926
Allenfr01,rhodestn,1907
Allenfr01,rhodestn,1908
Allenfr01,rhodestn,1909
Allenga01,arizonast,1973
Allenga01,arizonast,1974
Allenga01,arizonast,1975
Allenga01,arizonast,1976
Allenja02,arizonast,1977
Allenja02,arizonast,1978
Allenja02,arizonast,1979
Allenje01,purdue,1991
Allenje01,purdue,1992
Allenje01,purdue,1993
Allenki01,ucriver,1973
Allenki01,ucriver,1974
Allenki01,ucriver,1975
Allenpe01,amherstma,1892
Allenpe01,amherstma,1893
Allisbo01,kansas,1954
Allisda01,jamesmad,1986
Allisda01,jamesmad,1987
Allisda01,jamesmad,1988
Allisda01,jamesmad,1989
Allrebe01,lamar,1986
Allrebe01,lamar,1987
Almanar01,nmnmjco,1992
Almanar01,nmnmjco,1993
Almonbi01,brown,1973
Almonbi01,brown,1974
Almoned01,stfranny,1996
Almoned01,stfranny,1997
Almoned01,stfranny,1998
Alonsyo01,miamifl,2006
Alonsyo01,miamifl,2007
Alonsyo01,miamifl,2008
Aloumo01,cacanad,1985
Aloumo01,cacanad,1986
Alstode01,concordny,1971
Alstode01,concordny,1972
Alstoga01,nymercy,1990
Alstoga01,flinternat,1992
Alstoto01,ncat,1947
Alstoto01,ncat,1948
Alstoto01,ncat,1949
Alstoto01,ncat,1950
Alstowa01,miamioh,1933
Alstowa01,miamioh,1934
Alstowa01,miamioh,1935
Altmage01,tennst,1953
Altmage01,tennst,1954
Altmage01,tennst,1955
Alvarab01,longbeach,2001
Alvarab01,longbeach,2002
Alvarab01,longbeach,2003
Alvarga01,usc,1993
Alvarga01,usc,1994
Alvarga01,usc,1995
Alvarjo01,flhills,1975
Alvarjo01,flhills,1976
Alvarjo01,ulala,1977
Alvarjo01,ulala,1978
Alvarju01,stthomasfl,1992
Alvarju01,stthomasfl,1993
Alvarju01,stthomasfl,1994
Alvarju01,stthomasfl,1995
Alvarpe01,vandy,2006
Alvarpe01,vandy,2007
Alvarpe01,vandy,2008
Alvarrj01,flatlantic,2010
Alvarrj01,flatlantic,2011
Alvarrj01,flatlantic,2012
Alvisma01,texas,1958
Alyeabr01,hofstra,1960
Alyeabr01,hofstra,1961
Amalfjo01,loyolamary,1952
Amalfjo01,loyolamary,1953
Amarari01,caorang,1981
Amarari01,ucla,1982
Amarari01,ucla,1983
Amaroru02,stanford,1984
Amaroru02,stanford,1985
Amaroru02,stanford,1986
Amaroru02,stanford,1987
Amblewa01,duke,1935
Amblewa01,duke,1936
Amblewa01,duke,1937
Ambrihe01,ucla,2003
Ambrihe01,ucla,2004
Ambrihe01,ucla,2005
Ambrihe01,ucla,2006
Amelued01,casajco,1978
Amelued01,casajco,1979
Amelued01,sandiegost,1980
Amesst01,gonzaga,2009
Amezaal01,flstpet,1998
Amezaal01,flstpet,1999
Anderal01,georgia,1935
Anderal01,georgia,1936
Anderal01,georgia,1937
Anderbr01,ucirvine,1983
Anderbr01,ucirvine,1984
Anderbr01,ucirvine,1985
Anderbr02,wrightst,1991
Anderbr02,wrightst,1992
Anderbr02,wrightst,1993
Anderbr03,arizona,2001
Anderbr03,arizona,2002
Anderbr03,arizona,2003
Anderbu01,rutgers,1975
Anderbu01,rutgers,1976
Anderbu01,rutgers,1977
Andercr01,lehigh,1958
Andercr01,lehigh,1959
Andercr01,lehigh,1960
Anderda02,memphis,1980
Anderda02,memphis,1981
Anderdr01,nebraska,2001
Anderdr01,nebraska,2002
Anderdr01,nebraska,2003
Anderfe01,kansas,1937
Anderfe01,kansas,1938
Anderfr01,davidson,1906
Anderfr01,mdmdbal,1909
Anderha02,wchester,1951
Anderha02,wchester,1952
Anderja01,illinois,1998
Anderja01,illinois,1999
Anderja01,illinois,2000
Anderjo03,ekentucky,2001
Anderjo03,ekentucky,2002
Anderjo03,ekentucky,2003
Anderke01,scarolina,1982
Anderke01,scarolina,1983
Anderke01,scarolina,1984
Anderma01,rice,1995
Anderma01,rice,1996
Anderma01,rice,1997
Anderma02,salabama,1993
Anderma02,salabama,1994
Anderma02,salabama,1995
Andermi02,swesterntx,1985
Andermi02,swesterntx,1986
Andermi02,swesterntx,1987
Andermi02,swesterntx,1988
Anderri02,washington,1978
Andersc01,oregonst,1981
Andersc01,oregonst,1982
Andersc01,oregonst,1983
Andersc01,oregonst,1984
Anderwa01,wmichigan,1916
Anderwi01,txburne,1904
Anderwi01,txburne,1905
Anderwi01,txburne,1906
Andrast01,caameri,1998
Andrast01,csstanisl,2001
Andreed01,casewestrn,1881
Andreel01,furman,1921
Andreel01,furman,1922
Andreel01,furman,1923
Andreer01,indiana,1937
Andreer01,indiana,1938
Andreer01,indiana,1939
Andrejo02,capasad,1968
Andrejo02,capasad,1969
Andrejo02,sandiegost,1970
Andreki01,calavco,1972
Andrena01,ncstand,1932
Andrena01,unc,1933
Andrena01,unc,1934
Angelno01,cacsmat,1966
Angelno01,cacsmat,1967
Angelno01,washst,1968
Angelno01,washst,1969
Anglema01,ohiost,2005
Anglema01,ohiost,2006
Anglema01,ohiost,2007
Angleto01,gatech,1925
Angleto01,gatech,1926
Angleto01,gatech,1927
Ankenpa01,texas,1932
Ankenpa01,texas,1933
Ankenpa01,texas,1934
Antonma01,wake,2004
Antonma01,wake,2005
