Alb01,Riverside Park,,Albany,NY,US
Alt01,Columbia Park,,Altoona,PA,US
Ana01,Angel Stadium of Anaheim,Edison Field; Anaheim Stadium,Anaheim,CA,US
Arl01,Arlington Stadium,,Arlington,TX,US
Arl02,Rangers Ballpark in Arlington,The Ballpark in Arlington; Ameriquest Field,Arlington,TX,US
Atl01,Atlanta-Fulton County Stadium,,Atlanta,GA,US
Atl02,Turner Field,,Atlanta,GA,US
Bal01,Madison Avenue Grounds,,Baltimore,MD,US
Bal02,Newington Park,,Baltimore,MD,US
Bal03,Oriole Park I,,Baltimore,MD,US
Bal04,Belair Lot,,Baltimore,MD,US
Bal05,Monumental Park,,Baltimore,MD,US
Bal06,Oriole Park II,,Baltimore,MD,US
Bal07,Oriole Park III,,Baltimore,MD,US
Bal09,Oriole Park IV,American League Park,Baltimore,MD,US
Bal10,Terrapin Park,Oriole Park V,Baltimore,MD,US
Bal11,Memorial Stadium,,Baltimore,MD,US
Bal12,Oriole Park at Camden Yards,,Baltimore,MD,US
Bos01,South End Grounds I,Walpole Street Grounds,Boston,MA,US
Bos02,Dartmouth Grounds,Union Park,Boston,MA,US
Bos03,South End Grounds II,,Boston,MA,US
Bos04,Congress Street Grounds,,Boston,MA,US
Bos05,South End Grounds III,,Boston,MA,US
Bos06,Huntington Avenue Baseball Grounds,,Boston,MA,US
Bos07,Fenway Park,,Boston,MA,US
Bos08,Braves Field,Bee Hive,Boston,MA,US
Buf01,Riverside Grounds,,Buffalo,NY,US
Buf02,Olympic Park I,,Buffalo,NY,US
Buf03,Olympic Park II,,Buffalo,NY,US
Buf04,International Fair Association Grounds,Federal League Park,Buffalo,NY,US
Can01,Mahaffey Park,Pastime Park,Canton,OH,US
Can02,Pastime Park,,Canton,OH,US
Chi01,Lake Front Park I,Union Base-ball Grounds,Chicago,IL,US
Chi02,23rd Street Park,,Chicago,IL,US
Chi03,Lake Front Park II,,Chicago,IL,US
Chi04,Lake Front Park III,,Chicago,IL,US
Chi05,South Side Park I,Cricket Club Grounds; Union Grounds,Chicago,IL,US
Chi06,West Side Park,,Chicago,IL,US
Chi07,South Side Park II,,Chicago,IL,US
Chi08,West Side Grounds,,Chicago,IL,US
Chi09,South Side Park III,,Chicago,IL,US
Chi10,Comiskey Park I,White Sox Park,Chicago,IL,US
Chi11,Wrigley Field,Weeghman Park; Cubs Park,Chicago,IL,US
Chi12,U.S. Cellular Field,White Sox Park; Comiskey Park II,Chicago,IL,US
Cin01,Lincoln Park Grounds,Union Cricket Club Grounds,Cincinnati,OH,US
Cin02,Avenue Grounds,,Cincinnati,OH,US
Cin03,Bank Street Grounds,,Cincinnati,OH,US
Cin04,League Park I,,Cincinnati,OH,US
Cin05,League Park II,,Cincinnati,OH,US
Cin06,Palace of the Fans,League Park III,Cincinnati,OH,US
Cin07,Crosley Field,Redland Field,Cincinnati,OH,US
Cin08,Cinergy Field,Riverfront Stadium,Cincinnati,OH,US
Cin09,Great American Ballpark,,Cincinnati,OH,US
Cle01,National Association Grounds,,Cleveland,OH,US
Cle02,League Park I,Kennard Street Park,Cleveland,OH,US
Cle03,League Park II,American Association Park,Cleveland,OH,US
Cle04,Brotherhood Park,Players League Park,Cleveland,OH,US
Cle05,League Park III,National League Park III,Cleveland,OH,US
Cle06,League Park IV,Dunn Field,Cleveland,OH,US
Cle07,Cleveland Stadium,Municipal Stadium,Cleveland,OH,US
Cle08,Progressive Field,Jacobs Field,Cleveland,OH,US
Cle09,Cedar Avenue Driving Park,,Cleveland,OH,US
Cll01,Euclid Beach Park,,Collinwood,OH,US
Col01,Recreation Park I,,Columbus,OH,US
Col02,Recreation Park II,,Columbus,OH,US
Col03,Neil Park I,,Columbus,OH,US
Col04,Neil Park II,,Columbus,OH,US
Cov01,Star Baseball Park,,Covington,KY,US
Day01,Fairview Park,,Dayton,OH,US
Den01,Mile High Stadium,,Denver,CO,US
Den02,Coors Field,,Denver,CO,US
Det01,Recreation Park,,Detroit,MI,US
Det02,Bennett Park,,Detroit,MI,US
Det03,Burns Park,West End Park,Detroit,MI,US
Det04,Tiger Stadium,Navin Field; Briggs Stadium,Detroit,MI,US
Det05,Comerica Park,,Detroit,MI,US
Dov01,Fairview Park Fair Grounds,,Dover,DE,US
Elm01,Maple Avenue Driving Park,,Elmira,NY,US
For01,Grand Duchess,Hamilton Field,Fort Wayne,IN,US
For02,Swinney Park,,Fort Wayne,IN,US
For03,Jailhouse Flats,,Fort Wayne,IN,US
Gea01,Geauga Lake Grounds,,Geauga Lake,OH,US
Glo01,Gloucester Point Grounds,,Gloucester City,NJ,US
Gra01,Ramona Park,,Grand Rapids,MI,US
Har01,Harrison Field,,Harrison,NJ,US
Hon01,Aloha Stadium,,Honolulu,HI,US
Hou01,Colt Stadium,,Houston,TX,US
Hou02,Astrodome,,Houston,TX,US
Hou03,Minute Maid Park,Enron Field; Astros Field,Houston,TX,US
Hrt01,Hartford Ball Club Grounds,,Hartford,CT,US
Hrt02,Hartford Trotting Park,,Hartford,CT,US
Ind01,South Street Park,,Indianapolis,IN,US
Ind02,Seventh Street Park I,,Indianapolis,IN,US
Ind03,Bruce Grounds,,Indianapolis,IN,US
Ind04,Seventh Street Park II,,Indianapolis,IN,US
Ind05,Seventh Street Park III,,Indianapolis,IN,US
Ind06,Indianapolis Park,,Indianapolis,IN,US
Ind07,Federal League Park,Washington Park,Indianapolis,IN,US
Iro01,Windsor Beach,,Irondequoit,NY,US
Jer01,Oakland Park,,Jersey City,NJ,US
Jer02,Roosevelt Stadium,,Jersey City,NJ,US
Kan01,Athletic Park,,Kansas City,MO,US
Kan02,Association Park,,Kansas City,MO,US
Kan03,Exposition Park,,Kansas City,MO,US
Kan04,Gordon and Koppel Field,,Kansas City,MO,US
Kan05,Municipal Stadium,,Kansas City,MO,US
Kan06,Kauffman Stadium,Royals Stadium,Kansas City,MO,US
Keo01,Perry Park,Walte's Pasture,Keokuk,IA,US
Las01,Cashman Field,,Las Vegas,NV,US
Lbv01,The Ballpark at Disney's Wide World,,Lake Buena Vista,FL,US
Los01,Los Angeles Memorial Coliseum,,Los Angeles,CA,US
Los02,Wrigley Field,,Los Angeles,CA,US
Los03,Dodger Stadium,Chavez Ravine,Los Angeles,CA,US
Lou01,Louisville Baseball Park,,Louisville,KY,US
Lou02,Eclipse Park I,,Louisville,KY,US
Lou03,Eclipse Park II,,Louisville,KY,US
Lou04,Eclipse Park III,,Louisville,KY,US
Lud01,Ludlow Baseball Park,,Ludlow,KY,US
Mas01,Long Island Grounds,,Maspeth,NY,US
Mia01,Sun Life Stadium,Joe Robbie Stadium; Pro Player Stadium; Dolphin Stadium; LandShark Stadium,Miami,FL,US
Mia02,Marlins Park,,Miami,FL,US
Mid01,Mansfield Club Grounds,,Middletown,CT,US
Mil01,Milwaukee Base-Ball Grounds,,Milwaukee,WI,US
Mil02,Wright Street Grounds,,Milwaukee,WI,US
Mil03,Athletic Park,,Milwaukee,WI,US
Mil04,Lloyd Street Grounds,,Milwaukee,WI,US
Mil05,County Stadium,,Milwaukee,WI,US
Mil06,Miller Park,,Milwaukee,WI,US
Min01,Athletic Park,,Minneapolis,MN,US
Min02,Metropolitan Stadium,,Bloomington,MN,US
Min03,Hubert H. Humphrey Metrodome,,Minneapolis,MN,US
Min04,Target Field,,Minneapolis,MN,US
Mnt01,Estadio Monterrey,,Monterrey,Nuevo Leon,MX
Mon01,Parc Jarry,Jarry Park,Montreal,QC,CA
Mon02,Stade Olympique,Olympic Stadium,Montreal,QC,CA
New01,Howard Avenue Grounds,Brewster Park,New Haven,CT,US
New02,Hamilton Park,,New Haven,CT,US
New03,Beyerle's Park,Forest City Park,Newburgh Township,OH,US
Nwk01,Wiedenmeyer's Park,,Newark,NJ,US
Nyc01,Union Grounds,,Brooklyn,NY,US
Nyc02,Capitoline Grounds,,Brooklyn,NY,US
Nyc03,Polo Grounds I (Southeast Diamond),,New York,NY,US
Nyc04,Polo Grounds II (Southwest Diamond),,New York,NY,US
Nyc05,Washington Park I,,Brooklyn,NY,US
Nyc06,Metropolitan Park,,New York,NY,US
Nyc07,Grauer's Ridgewood Park,Ridgewood Park I,Queens,NY,US
Nyc08,Washington Park II,,Brooklyn,NY,US
Nyc09,Polo Grounds III,,New York,NY,US
Nyc10,Polo Grounds IV,,New York,NY,US
Nyc11,Eastern Park,,Brooklyn,NY,US
Nyc12,Washington Park III,,Brooklyn,NY,US
Nyc13,Hilltop Park,,New York,NY,US
Nyc14,Polo Grounds V,,New York,NY,US
Nyc15,Ebbets Field,,Brooklyn,NY,US
Nyc16,Yankee Stadium I,,New York,NY,US
Nyc17,Shea Stadium,William A. Shea Stadium,New York,NY,US
Nyc18,Wallace's Ridgewood Park,Ridgewood Park II,Queens,NY,US
Nyc19,Washington Park IV,,Brooklyn,NY,US
Nyc20,Citi Field,,New York,NY,US
Nyc21,Yankee Stadium II,,New York,NY,US
Oak01,Oakland-Alameda County Coliseum,Network Associates Coliseum,Oakland,CA,US
Pen01,East End Park,Pendleton Park,Cincinnati,OH,US
Phi01,Jefferson Street Grounds,Athletics Park,Philadelphia,PA,US
Phi02,Centennial Park,,Philadelphia,PA,US
Phi03,Oakdale Park,,Philadelphia,PA,US
Phi04,Recreation Park,,Philadelphia,PA,US
Phi05,Keystone Park,,Philadelphia,PA,US
Phi06,Huntingdon Grounds I,,Philadelphia,PA,US
Phi07,Forepaugh Park,,Philadelphia,PA,US
Phi08,University of Penn. Athletic Field,,Philadelphia,PA,US
Phi09,Baker Bowl,,Philadelphia,PA,US
Phi10,Columbia Park,,Philadelphia,PA,US
Phi11,Shibe Park,Connie Mack Stadium,Philadelphia,PA,US
Phi12,Veterans Stadium,,Philadelphia,PA,US
Phi13,Citizens Bank Park,,Philadelphia,PA,US
Phi14,Huntingdon Grounds II,,Philadelphia,PA,US
Pho01,Chase Field,Bank One Ballpark,Phoenix,AZ,US
Pit01,Union Park,,Pittsburgh,PA,US
Pit02,Exposition Park I,Lower Field,Pittsburgh,PA,US
Pit03,Exposition Park II,Upper Field,Pittsburgh,PA,US
Pit04,Recreation Park,,Pittsburgh,PA,US
Pit05,Exposition Park III,,Pittsburgh,PA,US
Pit06,Forbes Field,,Pittsburgh,PA,US
Pit07,Three Rivers Stadium,,Pittsburgh,PA,US
Pit08,PNC Park,,Pittsburgh,PA,US
Pro01,Adelaide Avenue Grounds,,Providence,RI,US
Pro02,Messer Street Grounds,,Providence,RI,US
Rck01,Agricultural Society Fair Grounds,,Rockford,IL,US
Ric01,Richmond Fair Grounds,,Richmond,VA,US
Ric02,Allens Pasture,,Richmond,VA,US
Roc01,Culver Field I,,Rochester,NY,US
Roc02,Culver Field II,,Rochester,NY,US
Roc03,Ontario Beach Grounds,,Rochester,NY,US
Sai01,St. George Cricket Grounds,,New York,NY,US
San01,Qualcomm Stadium,San Diego/Jack Murphy Stadium,San Diego,CA,US
San02,PETCO Park,,San Diego,CA,US
Sea01,Sick's Stadium,,Seattle,WA,US
Sea02,Kingdome,,Seattle,WA,US
Sea03,Safeco Field,,Seattle,WA,US
Sfo01,Seals Stadium,,San Francisco,CA,US
Sfo02,Candlestick Park,3Com Park,San Francisco,CA,US
Sfo03,AT&T Park,Pacific Bell Park; SBC Park,San Francisco,CA,US
Sju01,Estadio Hiram Bithorn,,San Juan,,PR
Spr01,Hampden Park Race Track,Springfield Track,Springfield,MA,US
Stl01,Red Stockings Base Ball Park,,St. Louis,MO,US
Stl02,Grand Avenue Park,,St. Louis,MO,US
Stl03,Sportsman's Park I,,St. Louis,MO,US
Stl04,Union Grounds,,St. Louis,MO,US
Stl05,Robison Field,,St. Louis,MO,US
Stl06,Sportsman's Park II,,St. Louis,MO,US
Stl07,Sportsman's Park III,Busch Stadium I,St. Louis,MO,US
Stl08,Handlan's Park,Federal League Park,St. Louis,MO,US
Stl09,Busch Stadium II,,St. Louis,MO,US
Stl10,Busch Stadium III,,St. Louis,MO,US
Stp01,Tropicana Field,,St. Petersburg,FL,US
Syd01,Sydney Cricket Ground,,Sydney,New South Wales,AU
Syr01,Star Park I,Newell Park,Syracuse,NY,US
Syr02,Star Park II,,Syracuse,NY,US
Syr03,Iron Pier,,Syracuse,NY,US
Thr01,Three Rivers Park,,Three Rivers,NY,US
Tok01,Tokyo Dome,,Tokyo,Tokyo,JP
Tol01,League Park,,Toledo,OH,US
Tol02,Tri-State Fair Grounds,,Toledo,OH,US
Tol03,Speranza Park,,Toledo,OH,US
Tol04,Armory Park,,Toledo,OH,US
Tor01,Exhibition Stadium,,Toronto,ON,CA
Tor02,Rogers Centre,Skydome,Toronto,ON,CA
Tro01,Haymakers' Grounds,,Troy,NY,US
Tro02,Putnam Grounds,,Troy,NY,US
War01,Rocky Point Park,,Warwick,RI,US
Was01,Olympic Grounds,,Washington,DC,US
Was02,National Grounds,,Washington,DC,US
Was03,Capitol Grounds,,Washington,DC,US
Was04,Athletic Park,,Washington,DC,US
Was05,Swampoodle Grounds,,Washington,DC,US
